,nodes,gpus_per_node,model_time_sim,time_configure,time_create_neurons,time_create_devices,time_connect_neurons,time_connect_devices,time_create_nodes,time_area_packing,time_connect_local,time_network_local_tot,time_connect_global,time_calibrate,total_constr,time_presimulate,time_simulate,sim_factor
50,32,1,10.0,0.00273754159375,0.00483981915625,0.00039522565625,7.31265977384375,0.01052170721875,0.005235044812500001,0.010115601406250008,7.3231814810625,7.33853212728125,56.1579033879375,0.88252527790625,64.38169833471875,9.47407700634375,151.03199519284374,15.103199519284374
51,32,1,10.0,0.00500018559375,0.00477900390625,0.00039572759375,7.29774432634375,0.01585317075,0.0051747315,0.010841451500000154,7.31359749709375,7.32961368009375,56.104474755625,0.88249806665625,64.32158668796875,9.0456755514375,147.07502981846875,14.707502981846876
52,32,1,10.0,0.00259006053125,0.00507510471875,0.00039341125,7.29914419309375,0.0197353109375,0.00546851596875,0.01099227284375015,7.3188795040312495,7.33534029284375,56.11893064084375,0.88143251390625,64.338293508125,7.41751674534375,138.2497277389375,13.824972773893752
53,32,1,10.0,0.00187439175,0.00488338790625,0.00039199834375,7.3030922356875,0.005729220375,0.00527538625,0.010395175687500036,7.3088214560625,7.324492018,56.08419473490625,0.88163232775,64.29219347240625,10.80744816184375,155.09768673159374,15.509768673159375
54,32,1,10.0,0.00177983325,0.00499541409375,0.000393638375,7.32117094840625,0.0066493149375,0.00538905246875,0.010323639437499033,7.32782026334375,7.34353295525,56.16958161659375,0.88370137265625,64.39859577775,11.092177712,136.9639370724375,13.696393707243748
55,32,1,10.0,0.002292988375,0.0048951109375,0.00039792759375,7.30711945484375,0.0092372965625,0.00529303853125,0.009551706406250027,7.31635675140625,7.33120149634375,56.114490021375,0.88373290559375,64.3317174116875,9.93004974015625,156.52332552578125,15.652332552578125
56,32,1,10.0,0.002972310125,0.00478843015625,0.0003944199375,7.29990511475,0.009040924375,0.00518285009375,0.010997039687500099,7.308946039125,7.32512592890625,56.12841747403125,0.88250358615625,64.33901929921875,10.43650182909375,152.06364797390626,15.206364797390625
57,32,1,10.0,0.00136510459375,0.00482467903125,0.00039714153125,7.3016977318125,0.01131492115625,0.0052218205625,0.010085559906248598,7.313012652968751,7.3283200334375,56.12564750434375,0.88440346753125,64.33973610990626,9.1078120580625,134.77420442453126,13.477420442453127
58,32,1,10.0,0.0012471179375,0.00480460440625,0.00039668696875,7.2947259425,0.01012910053125,0.005201291375,0.010257520499999728,7.30485504303125,7.32031385490625,56.05390549415625,0.88252622825,64.25799269525,9.8663159549375,158.58650241859374,15.858650241859374
59,32,1,10.0,0.00340913715625,0.0050849665,0.00039401575,7.32018964265625,0.0100984963125,0.00547898225,0.010260537343750542,7.33028813896875,7.3460276585625,56.16049005696875,0.8811990445625,64.39112589725,9.97838199371875,141.9317200033125,14.19317200033125
