,Nodes,Time (s),Quantity,Type,Hue
148,192,10.279550954,Calibrate,Estimate,Opt 1 Estimate
149,256,11.97785709675,Calibrate,Estimate,Opt 1 Estimate
150,512,18.16932994925,Calibrate,Estimate,Opt 1 Estimate
151,1024,30.8163476175,Calibrate,Estimate,Opt 1 Estimate
152,32,9.4822241465,Construct,Real,Opt 2
153,32,9.491181438773438,Construct,Real,Opt 2
154,32,9.498007488468751,Construct,Real,Opt 2
155,32,9.494355659726564,Construct,Real,Opt 2
156,32,9.502190021460937,Construct,Real,Opt 2
157,64,9.93777462686328,Construct,Real,Opt 2
158,64,9.922833835929687,Construct,Real,Opt 2
159,64,9.93778307348047,Construct,Real,Opt 2
160,64,9.92633921375,Construct,Real,Opt 2
161,64,9.926611129605469,Construct,Real,Opt 2
162,96,10.366986988273437,Construct,Real,Opt 2
163,96,10.362475465721355,Construct,Real,Opt 2
164,96,10.362035244135418,Construct,Real,Opt 2
165,96,10.377606263434897,Construct,Real,Opt 2
166,96,10.345063269580729,Construct,Real,Opt 2
167,128,10.778760787835939,Construct,Real,Opt 2
168,128,10.794404869189453,Construct,Real,Opt 2
169,128,11.007580658972657,Construct,Real,Opt 2
170,128,10.987764055640625,Construct,Real,Opt 2
171,128,10.937758173820313,Construct,Real,Opt 2
172,192,11.574489922497397,Construct,Real,Opt 2
173,192,11.56570356825651,Construct,Real,Opt 2
174,192,11.594551760588542,Construct,Real,Opt 2
175,192,11.591734580003907,Construct,Real,Opt 2
176,192,11.567780650236978,Construct,Real,Opt 2
177,256,12.40914391190625,Construct,Real,Opt 2
178,256,12.401476668874023,Construct,Real,Opt 2
179,256,12.467837844088868,Construct,Real,Opt 2
180,256,12.443550774128907,Construct,Real,Opt 2
181,256,12.419232209996094,Construct,Real,Opt 2
182,32,9.445577782249998,Construct,Estimate,Opt 2 Estimate
183,64,9.79206768675,Construct,Estimate,Opt 2 Estimate
184,96,10.2279237855,Construct,Estimate,Opt 2 Estimate
185,128,10.491818218749998,Construct,Estimate,Opt 2 Estimate
186,192,11.2097645935,Construct,Estimate,Opt 2 Estimate
187,256,11.865940960749999,Construct,Estimate,Opt 2 Estimate
188,512,15.071119551999999,Construct,Estimate,Opt 2 Estimate
189,1024,,Construct,Estimate,Opt 2 Estimate
190,32,5.020147495312499,Calibrate,Real,Opt 2
191,32,5.0216813727656255,Calibrate,Real,Opt 2
192,32,5.020632198078125,Calibrate,Real,Opt 2
193,32,5.020810948687499,Calibrate,Real,Opt 2
194,32,5.019551863984375,Calibrate,Real,Opt 2
195,64,5.8956551094179686,Calibrate,Real,Opt 2
196,64,5.8931089604843745,Calibrate,Real,Opt 2
197,64,5.892358601199218,Calibrate,Real,Opt 2
198,64,5.894780698230468,Calibrate,Real,Opt 2
199,64,5.892088935269531,Calibrate,Real,Opt 2
200,96,6.521845446346354,Calibrate,Real,Opt 2
201,96,6.520293465658853,Calibrate,Real,Opt 2
202,96,6.521588335815104,Calibrate,Real,Opt 2
203,96,6.523256689539063,Calibrate,Real,Opt 2
204,96,6.5223152192916665,Calibrate,Real,Opt 2
205,128,7.032712714226563,Calibrate,Real,Opt 2
206,128,7.0330928590136725,Calibrate,Real,Opt 2
207,128,7.031582351308594,Calibrate,Real,Opt 2
208,128,7.036871107083984,Calibrate,Real,Opt 2
209,128,7.030977297699219,Calibrate,Real,Opt 2
210,192,7.92956891836198,Calibrate,Real,Opt 2
211,192,7.93156598253776,Calibrate,Real,Opt 2
212,192,7.934089013895833,Calibrate,Real,Opt 2
213,192,7.931488571063802,Calibrate,Real,Opt 2
214,192,7.9286344274244795,Calibrate,Real,Opt 2
215,256,8.78183137780664,Calibrate,Real,Opt 2
216,256,8.78272836687793,Calibrate,Real,Opt 2
217,256,8.78258998438379,Calibrate,Real,Opt 2
218,256,8.78250635412793,Calibrate,Real,Opt 2
219,256,8.783586864168946,Calibrate,Real,Opt 2
220,32,5.06659984875,Calibrate,Estimate,Opt 2 Estimate
221,64,5.903037416249999,Calibrate,Estimate,Opt 2 Estimate
222,96,6.5652780215,Calibrate,Estimate,Opt 2 Estimate
223,128,7.070568152750001,Calibrate,Estimate,Opt 2 Estimate
224,192,7.974397318,Calibrate,Estimate,Opt 2 Estimate
225,256,8.802173684,Calibrate,Estimate,Opt 2 Estimate
226,512,12.306785827,Calibrate,Estimate,Opt 2 Estimate
227,1024,,Calibrate,Estimate,Opt 2 Estimate
228,32,9.496270828140624,Construct,Real,Opt 3
229,32,9.496569999585939,Construct,Real,Opt 3
230,32,9.507233481554689,Construct,Real,Opt 3
231,32,9.486756657054688,Construct,Real,Opt 3
232,32,9.486107882007811,Construct,Real,Opt 3
233,64,9.94042941079297,Construct,Real,Opt 3
234,64,9.92324188020703,Construct,Real,Opt 3
235,64,9.932079952835938,Construct,Real,Opt 3
236,64,9.934524350492186,Construct,Real,Opt 3
237,64,9.931227681492187,Construct,Real,Opt 3
238,96,10.356289984546875,Construct,Real,Opt 3
239,96,10.353071274166666,Construct,Real,Opt 3
240,96,10.35826894718229,Construct,Real,Opt 3
241,96,10.364704455067708,Construct,Real,Opt 3
242,96,10.35484984459896,Construct,Real,Opt 3
243,128,10.984582428283204,Construct,Real,Opt 3
244,128,10.783713497425781,Construct,Real,Opt 3
245,128,10.810438389876953,Construct,Real,Opt 3
246,128,10.799406404833984,Construct,Real,Opt 3
247,128,10.786526230644531,Construct,Real,Opt 3
248,192,11.599908584738282,Construct,Real,Opt 3
249,192,11.589406867675782,Construct,Real,Opt 3
250,192,11.587532246100261,Construct,Real,Opt 3
251,192,11.57377086233724,Construct,Real,Opt 3
252,192,11.58066295423698,Construct,Real,Opt 3
253,256,12.431198014487304,Construct,Real,Opt 3
254,256,12.453785641801758,Construct,Real,Opt 3
255,256,12.432093440422852,Construct,Real,Opt 3
256,256,12.431888491643555,Construct,Real,Opt 3
257,256,12.412775671490234,Construct,Real,Opt 3
258,32,9.44312197,Construct,Estimate,Opt 3 Estimate
259,64,9.7407345345,Construct,Estimate,Opt 3 Estimate
260,96,10.18164131625,Construct,Estimate,Opt 3 Estimate
261,128,10.519008323,Construct,Estimate,Opt 3 Estimate
262,192,11.2383554415,Construct,Estimate,Opt 3 Estimate
263,256,11.97020612175,Construct,Estimate,Opt 3 Estimate
264,512,15.113975366,Construct,Estimate,Opt 3 Estimate
265,1024,,Construct,Estimate,Opt 3 Estimate
266,32,5.02272031925,Calibrate,Real,Opt 3
267,32,5.018755308703125,Calibrate,Real,Opt 3
268,32,5.021516990289062,Calibrate,Real,Opt 3
269,32,5.018582732781249,Calibrate,Real,Opt 3
270,32,5.019342545523438,Calibrate,Real,Opt 3
271,64,5.895775479414063,Calibrate,Real,Opt 3
272,64,5.898006669199219,Calibrate,Real,Opt 3
273,64,5.894663275546875,Calibrate,Real,Opt 3
274,64,5.895957733183594,Calibrate,Real,Opt 3
275,64,5.89789904440625,Calibrate,Real,Opt 3
276,96,6.523858349177083,Calibrate,Real,Opt 3
277,96,6.522563917098959,Calibrate,Real,Opt 3
278,96,6.522314240223959,Calibrate,Real,Opt 3
279,96,6.523871342260416,Calibrate,Real,Opt 3
280,96,6.523226706606771,Calibrate,Real,Opt 3
281,128,7.0403129310625,Calibrate,Real,Opt 3
282,128,7.037375344498047,Calibrate,Real,Opt 3
283,128,7.034327236111329,Calibrate,Real,Opt 3
284,128,7.035474137054687,Calibrate,Real,Opt 3
285,128,7.030944427273438,Calibrate,Real,Opt 3
286,192,7.933471292272135,Calibrate,Real,Opt 3
287,192,7.933293331522134,Calibrate,Real,Opt 3
288,192,7.936071771614583,Calibrate,Real,Opt 3
289,192,7.935481715851562,Calibrate,Real,Opt 3
290,192,7.9375214106914065,Calibrate,Real,Opt 3
291,256,8.786658808152344,Calibrate,Real,Opt 3
292,256,8.78780745233789,Calibrate,Real,Opt 3
293,256,8.791264804701171,Calibrate,Real,Opt 3
294,256,8.786530869708985,Calibrate,Real,Opt 3
295,256,8.787595050139648,Calibrate,Real,Opt 3
296,32,5.00423585075,Calibrate,Estimate,Opt 3 Estimate
297,64,5.936123615750001,Calibrate,Estimate,Opt 3 Estimate
298,96,6.56631740425,Calibrate,Estimate,Opt 3 Estimate
299,128,7.048918792249999,Calibrate,Estimate,Opt 3 Estimate
300,192,8.013609271,Calibrate,Estimate,Opt 3 Estimate
301,256,8.8477850395,Calibrate,Estimate,Opt 3 Estimate
302,512,12.174379171500002,Calibrate,Estimate,Opt 3 Estimate
303,1024,,Calibrate,Estimate,Opt 3 Estimate
