time_prepare,time_create_neurons,time_connect_local,time_create_devices,time_connect_devices,time_network_local_tot,time_connect_global,time_calibrate,time_presimulate,time_simulate,total_constr,state,simulator,model_time_sim,time_create_nodes,sim_factor
0.000495355875,0.021737322125,5.7200600184375,0.00041715315625,0.0016289718125,5.786147640375,48.5858693085625,1.2273229403125,6.67568033378125,59.3062564054375,55.599835245125,ground,onboard,10.0,0.02215447528125,5.9306256405437505
0.0004744233125,0.01113035821875,5.731390124875,0.00043812696875,0.00160769846875,5.7549059666875,48.52755261634375,1.2273571966875,7.41335230103125,86.7889303605,55.51029020303125,ground,onboard,10.0,0.011568485187500002,8.67889303605
0.00048024509375,0.0111628741875,5.74528737028125,0.0004123935,0.0016182555,5.76999413196875,48.56982183290625,1.22753600915625,6.3992054978125,60.06938939678125,55.567832219125,ground,onboard,10.0,0.0115752676875,6.0069389396781245
0.00047423115625,0.017378997625,5.73676501675,0.0004117934375,0.00166546809375,5.79764201678125,48.50700566259375,1.22726752465625,6.9030143576875,60.21446750096875,55.5323894351875,ground,onboard,10.0,0.0177907910625,6.021446750096875
0.00048109796875,0.01112403796875,5.741118151281251,0.0004101560625,0.00162225278125,5.766079382375,48.66140752553125,1.2283267839375,6.5420038855625,59.62665515646875,55.6562947898125,ground,onboard,10.0,0.01153419403125,5.962665515646875
0.0005208479375,0.0112067840625,5.7331510116875,0.0004127826875,0.00162513440625,5.75709306115625,48.53226558609375,1.2277335151875,5.97756545534375,83.3912571609375,55.517613010375,ground,onboard,10.0,0.011619566750000001,8.33912571609375
0.000475580875,0.01118090321875,5.7386412871875,0.0004130086875,0.00162854421875,5.76269673615625,48.5207300585,1.22835782378125,8.2130959356875,138.44221817546875,55.5122601993125,metastable,onboard,10.0,0.01159391190625,13.844221817546876
0.000479551375,0.011559472625,5.7269501918125,0.0004138885,0.0016136850625,5.75159889134375,48.58694309821875,1.2286928895,10.59852174440625,143.5715817695,55.5677144304375,metastable,onboard,10.0,0.011973361125000002,14.35715817695
0.000492967375,0.0111807744375,5.744268079499999,0.0004148840625,0.001621923875,5.76843371915625,48.46176961765625,1.227588940375,11.5965499473125,147.3242702875625,55.4582852445625,metastable,onboard,10.0,0.011595658500000001,14.732427028756252
0.000483743375,0.01118247909375,5.71095687446875,0.000414160625,0.0016208358125,5.734917862,48.42531859871875,1.227386857875,11.43950895403125,141.40813913975,55.38810706196875,metastable,onboard,10.0,0.01159663971875,14.140813913975
0.00047850678125,0.0111298683125,5.71380958603125,0.00041644,0.00161665353125,5.7373652025625,48.48401556559375,1.2281785744375,10.25222899975,170.8193491395625,55.450037849375,metastable,onboard,10.0,0.0115463083125,17.08193491395625
0.00048185553125,0.0111808409375,5.722592270375,0.00041509353125,0.0016146691875,5.74626822196875,48.67833706375,1.22803280209375,9.70073642540625,137.5706302790625,55.65311994334375,metastable,onboard,10.0,0.011595934468750001,13.75706302790625
0.000484704625,0.01115887684375,5.736533179375,0.00041279865625,0.00161552928125,5.7601698018125,48.721337061,1.22923296509375,8.978948958375,145.96580193128125,55.71122453253125,metastable,onboard,10.0,0.0115716755,14.596580193128124
0.00048135521875,0.01112494253125,5.73536353225,0.000413077375,0.00161754275,5.76036826146875,48.54853194475,1.227828738,9.654025513125,145.5772863963125,55.5372102994375,metastable,onboard,10.0,0.011538019906249999,14.55772863963125
0.000465573875,0.01116072284375,5.7171837786875,0.00041166003125,0.0016058175625,5.74117228578125,48.55499880865625,1.227714154125,10.67569361703125,141.13978056859375,55.5243508224375,metastable,onboard,10.0,0.011572382875,14.113978056859375
0.0004801503125,0.01124986234375,5.72593650609375,0.0004085910625,0.00162354615625,5.75030068675,48.540883207125,1.22752744653125,10.149048146875,189.37020350978125,55.51919149071875,metastable,onboard,10.0,0.01165845340625,18.937020350978123
